ticker,source,registrantName,seriesName,className,expenseRatio,fiscalYearEnd,category,totalNetAssets,investorType,minimumInitialInvestment,wam,wal,reportDate,yield,yieldDate,usTreasuryDebt,usGovernmentAgencyDebt,usGovernmentAgencyCouponDebt,usGovernmentAgencyZeroCouponDebt,nonUSSovereignDebt,certificateofDeposit,nonNegotiableTimeDeposit,variableRateDemandNote,otherMunicipalSecurity,assetBackedCommercialPaper,otherAssetBackedSecurities,usTreasuryRepurchaseAgreement,usGovernmentAgencyRepurchaseAgreement,otherRepurchaseAgreement,insuranceCompanyFundingAgreement,financialCompanyCommercialPaper,nonFinancialCompanyCommercialPaper,tenderOptionBond,otherInstrument,USGO,Muni
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",10049229343.06,"Retail",10000000,11,48,"2022-11-30",0.04,"2022-11-30",0,0,0,0,0,0.14926,0.0623,0.06779,0.02199,0.25651,0,0,0.1218,0,0,0.16722,0.06725,0.04838,0.03749,0,0.13816
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",8411879747.64,"Retail",10000000,10,44,"2022-10-31",0.0325,"2022-10-31",0,0,0,0,0.00841,0.16962,0.06159,0.09352,0.01845,0.28457,0,0.00011,0.06956,0,0,0.16256,0.04929,0.0488,0.03352,0,0.16077
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",7030541341.42,"Retail",10000000,11,45,"2022-09-30",0.0305,"2022-09-30",0,0,0,0,0.01933,0.17632,0.07607,0.10937,0.03196,0.23186,0,0,0.08132,0,0,0.13761,0.0685,0.03687,0.03078,0,0.1782
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",2725962081.53,"Retail",10000000,24,29,"2021-10-31",0.0001,"2021-10-31",0,0,0,0,0.01097,0.07353,0.10349,0.09639,0.05802,0.31378,0,0,0.0153,0,0,0.165,0.01553,0.09862,0.04936,0,0.25303
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",2853438492.63,"Retail",10000000,22,28,"2021-09-30",0.0001,"2021-09-30",0,0,0,0,0.02818,0.07371,0.11548,0.09287,0.03922,0.30461,0,0,0.06971,0,0,0.1321,0.01173,0.08645,0.04595,0,0.21854
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3023371795.1,"Retail",10000000,27,35,"2021-08-31",0.0001,"2021-08-31",0,0,0,0,0.02688,0.07706,0.09376,0.09895,0.0413,0.30427,0,0,0.03861,0,0,0.17585,0.01276,0.08925,0.04131,0,0.22949
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3188945548.72,"Retail",10000000,30,38,"2021-07-31",0.0001,"2021-07-31",0,0,0,0,0.01455,0.07109,0.10257,0.09125,0.05179,0.30932,0,0,0,0,0,0.21179,0.01752,0.08553,0.04459,0,0.22857
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3324487916.13,"Retail",10000000,33,40,"2021-06-30",0.0003,"2021-06-30",0,0,0,0,0.02437,0.06827,0.05635,0.13064,0.07222,0.30629,0,0,0.09851,0,0,0.10294,0.01812,0.08187,0.04042,0,0.28472
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3513289468.57,"Retail",10000000,38,45,"2021-05-31",0.0003,"2021-05-31",0,0,0,0,0.01376,0.08244,0.12191,0.11778,0.06278,0.32054,0,0,0,0,0,0.13733,0.02129,0.07203,0.05016,0,0.25258
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3741054167.69,"Retail",10000000,31,40,"2021-04-30",0.0005,"2021-04-30",0,0,0,0,0.0195,0.10097,0.10638,0.10368,0.04474,0.33393,0,0.01546,0,0,0,0.14614,0.02095,0.06935,0.03889,0,0.21777
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",3981745627.85,"Retail",10000000,27,36,"2021-03-31",0.0005,"2021-03-31",0,0,0,0,0.05995,0.09843,0.12501,0.079,0.0402,0.30841,0,0,0.05231,0,0,0.11692,0.03176,0.05974,0.02826,0,0.17894
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",4213521621.35,"Retail",10000000,37,47,"2021-02-28",0.0006,"2021-02-28",0,0,0,0,0.04455,0.11119,0.0664,0.06823,0.0384,0.32993,0,0,0.01005,0,0,0.19433,0.05747,0.05815,0.02131,0,0.16478
"WMPXX","parse-MFP-files.sh","Allspring Funds Trust","Allspring Money Market Fund","Premier Class",0,,"Prime",4467273548.72,"Retail",10000000,40,49,"2021-01-31",0.0008,"2021-01-31",0,0,0,0,0.08704,0.1052,0.07757,0.0827,0.03652,0.30457,0,0,0.03652,0,0,0.17955,0.02162,0.05431,0.0144,0,0.17353
